ID_INVENTARIO,LOTE,ID_PRESENTACION,ID_PRODUCTO,ID_ESTADO_INVENTARIO,FECHA_ALTA,FECHA_VENCIMIENTO
3;1;33;2017-08-22;2017-08-22
1;2;30;2017-08-23;2017-08-23
2;3;22;2017-08-24;2017-08-24
1;4;46;2017-08-25;2017-08-25
2;1;28;2017-08-26;2017-08-26
2;2;20;2017-08-27;2017-08-27
3;3;46;2017-08-28;2017-08-28
2;4;28;2017-08-29;2017-08-29
3;1;30;2017-09-01;2017-09-01
5;2;33;2017-09-02;2017-09-02
1;3;30;2017-09-03;2017-09-03
2;4;22;2017-09-04;2017-09-04
3;1;46;2017-09-05;2017-09-05
1;2;28;2017-09-06;2017-09-06
2;3;20;2017-09-07;2017-09-07
3;4;46;2017-09-08;2017-09-08
1;1;28;2017-09-09;2017-09-09
2;2;30;2017-09-10;2017-09-10
2;3;33;2017-09-11;2017-09-11
3;4;30;2017-09-12;2017-09-12
2;1;22;2017-09-13;2017-09-13
3;2;46;2017-09-14;2017-09-14
5;3;28;2017-09-15;2017-09-15
1;1;20;2017-09-16;2017-09-16
2;2;46;2017-09-17;2017-09-17
3;3;28;2017-09-18;2017-09-18
1;4;30;2017-09-19;2017-09-19
2;1;33;2017-09-20;2017-09-20
3;2;30;2017-09-21;2017-09-21
1;3;22;2017-09-22;2017-09-22
2;4;46;2017-09-23;2017-09-23
2;1;28;2017-09-24;2017-09-24
3;2;20;2017-09-25;2017-09-25
2;3;46;2017-09-26;2017-09-26
3;4;28;2017-09-27;2017-09-27
5;1;30;2017-09-28;2017-09-28
1;2;33;2017-09-29;2017-09-29
2;3;30;2017-10-01;2017-10-01
3;4;17;2017-10-02;2017-10-02
1;1;13;2017-10-03;2017-10-03
2;2;30;2017-10-04;2017-10-04
3;3;22;2017-10-05;2017-10-05
1;4;46;2017-10-06;2017-10-06
2;1;28;2017-10-07;2017-10-07
2;2;20;2017-10-08;2017-10-08
3;3;46;2017-10-09;2017-10-09
2;1;28;2017-10-10;2017-10-10
3;2;30;2017-10-11;2017-10-11
5;3;33;2017-10-12;2017-10-12
1;4;30;2017-10-13;2017-10-13
2;1;30;2017-10-14;2017-10-14
3;2;22;2017-10-15;2017-10-15
1;3;46;2017-10-16;2017-10-16
2;4;28;2017-10-17;2017-10-17
1;1;20;2017-10-18;2017-10-18
2;2;46;2017-10-19;2017-10-19
2;3;28;2017-10-20;2017-10-20
3;4;30;2017-10-21;2017-10-21
2;1;33;2017-10-22;2017-10-22
3;2;30;2017-10-23;2017-10-23
5;3;30;2017-10-24;2017-10-24
1;4;22;2017-10-25;2017-10-25
2;1;46;2017-10-26;2017-10-26
3;2;28;2017-10-27;2017-10-27
1;3;20;2017-10-28;2017-10-28
2;4;46;2017-10-29;2017-10-29
3;1;28;2017-10-30;2017-10-30
1;2;30;2017-11-01;2017-11-01
2;3;33;2017-11-02;2017-11-02
2;4;30;2017-11-03;2017-11-03
3;1;22;2017-11-04;2017-11-04
2;2;46;2017-11-05;2017-11-05
3;3;28;2017-11-06;2017-11-06
5;4;20;2017-11-07;2017-11-07
1;1;46;2017-11-08;2017-11-08
2;2;28;2017-11-09;2017-11-09
3;3;30;2017-11-10;2017-11-10
1;4;33;2017-11-11;2017-11-11
2;1;30;2017-11-12;2017-11-12
3;2;22;2017-11-13;2017-11-13
1;3;46;2017-11-14;2017-11-14
2;4;28;2017-11-15;2017-11-15
2;1;20;2017-11-16;2017-11-16
3;2;46;2017-11-17;2017-11-17
2;3;28;2017-11-18;2017-11-18
3;4;30;2017-11-19;2017-11-19
5;1;33;2017-11-20;2017-11-20
1;2;30;2017-11-21;2017-11-21
2;3;22;2017-11-22;2017-11-22
3;4;46;2017-11-23;2017-11-23
1;1;28;2017-11-24;2017-11-24
2;2;20;2017-11-25;2017-11-25
3;3;46;2017-11-26;2017-11-26
1;1;28;2017-11-27;2017-11-27
2;2;30;2017-11-28;2017-11-28
2;3;33;2017-11-29;2017-11-29
3;4;30;2017-12-01;2017-12-01
2;1;24;2017-12-02;2017-12-02
3;2;52;2017-12-03;2017-12-03
5;3;31;2017-12-04;2017-12-04
1;4;22;2017-12-05;2017-12-05
2;1;52;2017-12-06;2017-12-06
3;2;31;2017-12-07;2017-12-07
1;3;34;2017-12-08;2017-12-08
2;4;37;2017-12-09;2017-12-09
3;1;34;2017-12-10;2017-12-10
1;2;24;2017-12-11;2017-12-11
2;3;52;2017-12-12;2017-12-12
2;4;31;2017-12-13;2017-12-13
3;1;22;2017-12-14;2017-12-14
2;2;52;2017-12-15;2017-12-15
3;3;31;2017-12-16;2017-12-16
5;4;34;2017-12-17;2017-12-17
1;1;37;2017-12-18;2017-12-18
2;2;34;2017-12-19;2017-12-19
3;3;24;2017-12-20;2017-12-20
1;1;52;2017-12-21;2017-12-21
2;2;31;2017-12-22;2017-12-22
3;3;22;2017-12-23;2017-12-23
1;4;52;2017-12-24;2017-12-24
2;1;31;2017-12-25;2017-12-25
2;2;34;2017-12-26;2017-12-26
3;3;37;2017-12-27;2017-12-27
2;4;34;2017-12-28;2017-12-28
3;1;20;2017-12-29;2017-12-29
5;2;15;2017-12-30;2017-12-30
1;3;34;2017-12-31;2017-12-31
2;4;24;2018-01-01;2018-01-01
3;1;52;2018-01-02;2018-01-02
1;2;31;2018-01-03;2018-01-03
2;3;22;2018-01-04;2018-01-04
3;4;52;2018-01-05;2018-01-05
1;1;31;2018-01-06;2018-01-06
2;2;34;2018-01-07;2018-01-07
2;3;37;2018-01-08;2018-01-08
3;4;34;2018-01-09;2018-01-09
2;1;34;2018-01-10;2018-01-10
3;2;24;2018-01-11;2018-01-11
5;3;52;2018-01-12;2018-01-12
1;1;31;2018-01-13;2018-01-13
2;2;22;2018-01-14;2018-01-14
3;3;52;2018-01-15;2018-01-15
1;4;31;2018-01-16;2018-01-16
2;1;34;2018-01-17;2018-01-17
3;2;37;2018-01-18;2018-01-18
1;3;34;2018-01-19;2018-01-19
2;4;34;2018-01-20;2018-01-20
2;1;24;2018-01-21;2018-01-21
3;2;52;2018-01-22;2018-01-22
2;3;31;2018-01-23;2018-01-23
3;4;22;2018-01-24;2018-01-24
5;1;52;2018-01-25;2018-01-25
1;2;31;2018-01-26;2018-01-26
2;3;34;2018-01-27;2018-01-27
3;4;37;2018-02-01;2018-02-01
1;1;34;2018-02-02;2018-02-02
2;2;24;2018-02-03;2018-02-03
1;3;52;2018-02-04;2018-02-04
2;4;31;2018-02-05;2018-02-05
2;1;22;2018-02-06;2018-02-06
3;2;52;2018-02-07;2018-02-07
2;3;31;2018-02-08;2018-02-08
3;1;34;2018-02-09;2018-02-09
5;2;37;2018-02-10;2018-02-10
1;3;34;2018-02-11;2018-02-11
2;4;24;2018-02-12;2018-02-12
3;1;52;2018-02-13;2018-02-13
1;2;31;2018-02-14;2018-02-14
2;3;22;2018-02-15;2018-02-15
3;4;52;2018-02-16;2018-02-16
1;1;31;2018-02-17;2018-02-17
2;2;34;2018-02-18;2018-02-18
2;3;37;2018-02-19;2018-02-19
3;4;34;2018-02-20;2018-02-20
2;1;24;2018-02-21;2018-02-21
3;2;52;2018-02-22;2018-02-22
5;3;31;2018-02-23;2018-02-23
1;4;22;2018-02-24;2018-02-24
2;1;52;2018-02-25;2018-02-25
3;2;31;2018-02-26;2018-02-26
1;3;34;2018-02-27;2018-02-27
2;4;37;2018-02-28;2018-02-28
3;1;34;2018-03-01;2018-03-01
1;2;24;2018-03-02;2018-03-02
2;3;52;2018-03-03;2018-03-03
2;4;31;2018-03-04;2018-03-04
3;1;22;2018-03-05;2018-03-05
2;2;52;2018-03-06;2018-03-06
3;3;31;2018-03-07;2018-03-07
5;4;34;2018-03-08;2018-03-08
1;1;37;2018-03-09;2018-03-09
2;2;34;2018-03-10;2018-03-10
3;3;24;2018-03-11;2018-03-11
1;4;52;2018-03-12;2018-03-12
2;1;31;2018-03-13;2018-03-13
3;2;22;2018-03-14;2018-03-14
1;3;52;2018-03-15;2018-03-15
2;4;31;2018-03-16;2018-03-16
2;1;34;2018-03-17;2018-03-17
3;2;37;2018-03-18;2018-03-18
2;3;34;2018-03-19;2018-03-19
3;4;24;2018-03-20;2018-03-20
5;1;52;2018-03-21;2018-03-21
1;2;31;2018-03-22;2018-03-22
2;3;22;2018-03-23;2018-03-23
3;4;52;2018-03-24;2018-03-24
1;1;31;2018-03-25;2018-03-25
2;2;34;2018-03-26;2018-03-26
1;3;37;2018-03-27;2018-03-27
2;1;34;2018-03-28;2018-03-28
2;2;20;2018-03-29;2018-03-29
3;3;15;2018-03-30;2018-03-30
2;4;34;2018-03-31;2018-03-31
3;1;24;2018-04-01;2018-04-01
5;2;52;2018-04-02;2018-04-02
1;3;31;2018-04-03;2018-04-03
2;4;22;2018-04-04;2018-04-04
3;1;52;2018-04-05;2018-04-05
1;2;31;2018-04-06;2018-04-06
2;3;34;2018-04-07;2018-04-07
3;4;37;2018-04-08;2018-04-08
1;1;34;2018-04-09;2018-04-09
2;2;34;2018-04-10;2018-04-10
2;3;24;2018-04-11;2018-04-11
3;4;52;2018-04-12;2018-04-12
2;1;31;2018-04-13;2018-04-13
3;2;22;2018-04-14;2018-04-14
5;3;52;2018-04-15;2018-04-15
1;4;31;2018-04-16;2018-04-16
2;1;34;2018-04-17;2018-04-17
3;2;37;2018-04-18;2018-04-18
1;3;34;2018-04-19;2018-04-19
2;1;34;2018-04-20;2018-04-20
3;2;24;2018-04-21;2018-04-21
1;3;52;2018-04-22;2018-04-22
2;4;31;2018-04-23;2018-04-23
2;1;22;2018-04-24;2018-04-24
3;2;52;2018-04-25;2018-04-25
2;3;31;2018-04-26;2018-04-26
3;4;34;2018-04-27;2018-04-27
5;1;37;2018-04-28;2018-04-28
1;2;34;2018-04-29;2018-04-29
2;3;24;2018-05-01;2018-05-01
3;4;52;2018-05-02;2018-05-02
1;1;31;2018-05-03;2018-05-03
2;2;22;2018-05-04;2018-05-04
3;3;52;2018-05-05;2018-05-05
1;4;31;2018-05-06;2018-05-06
2;1;34;2018-05-07;2018-05-07
2;2;37;2018-05-08;2018-05-08
3;3;34;2018-05-09;2018-05-09
2;4;24;2018-05-10;2018-05-10
3;1;52;2018-05-11;2018-05-11
5;2;31;2018-05-12;2018-05-12
1;3;22;2018-05-13;2018-05-13
2;1;52;2018-05-14;2018-05-14
3;2;31;2018-05-15;2018-05-15
1;3;34;2018-05-16;2018-05-16
2;4;37;2018-05-17;2018-05-17
1;1;34;2018-05-18;2018-05-18
2;2;24;2018-05-19;2018-05-19
2;3;52;2018-05-20;2018-05-20
3;4;31;2018-05-21;2018-05-21
2;1;22;2018-05-22;2018-05-22
3;2;52;2018-05-23;2018-05-23
5;3;31;2018-05-24;2018-05-24
1;4;34;2018-05-25;2018-05-25
2;1;37;2018-05-26;2018-05-26
3;2;34;2018-05-27;2018-05-27
1;3;24;2018-05-28;2018-05-28
2;4;52;2018-05-29;2018-05-29
3;1;31;2018-05-30;2018-05-30
1;2;22;2018-06-01;2018-06-01
2;3;52;2018-06-02;2018-06-02
2;4;31;2018-06-03;2018-06-03
3;1;29;2018-06-04;2018-06-04
2;2;32;2018-06-05;2018-06-05
3;3;29;2018-06-06;2018-06-06
5;1;21;2018-06-07;2018-06-07
1;2;45;2018-06-08;2018-06-08
2;3;27;2018-06-09;2018-06-09
3;4;19;2018-06-10;2018-06-10
1;1;45;2018-06-11;2018-06-11
2;2;27;2018-06-12;2018-06-12
3;3;29;2018-06-13;2018-06-13
1;4;32;2018-06-14;2018-06-14
2;1;29;2018-06-15;2018-06-15
2;2;21;2018-06-16;2018-06-16
3;3;45;2018-06-17;2018-06-17
2;4;27;2018-06-18;2018-06-18
3;1;19;2018-06-19;2018-06-19
5;2;45;2018-06-20;2018-06-20
1;3;27;2018-06-21;2018-06-21
2;4;29;2018-06-22;2018-06-22
3;1;32;2018-06-23;2018-06-23
1;2;29;2018-06-24;2018-06-24
2;3;17;2018-06-25;2018-06-25
3;4;13;2018-06-26;2018-06-26
1;1;29;2018-06-27;2018-06-27
2;2;21;2018-06-28;2018-06-28
2;3;45;2018-06-29;2018-06-29
3;4;27;2018-07-01;2018-07-01
2;1;19;2018-07-02;2018-07-02
3;2;45;2018-07-03;2018-07-03
5;3;27;2018-07-04;2018-07-04
1;4;29;2018-07-05;2018-07-05
2;1;32;2018-07-06;2018-07-06
3;2;29;2018-07-07;2018-07-07
1;3;29;2018-07-08;2018-07-08
2;4;21;2018-07-09;2018-07-09
1;1;45;2018-07-10;2018-07-10
2;2;27;2018-07-11;2018-07-11
2;3;19;2018-07-12;2018-07-12
3;4;45;2018-07-13;2018-07-13
2;1;27;2018-07-14;2018-07-14
3;2;29;2018-07-15;2018-07-15
5;3;32;2018-07-16;2018-07-16
1;4;29;2018-07-17;2018-07-17
2;1;29;2018-07-18;2018-07-18
3;2;21;2018-07-19;2018-07-19
1;3;45;2018-07-20;2018-07-20
2;4;27;2018-07-21;2018-07-21
3;1;19;2018-07-22;2018-07-22
1;2;45;2018-07-23;2018-07-23
2;3;27;2018-07-24;2018-07-24
2;1;29;2018-07-25;2018-07-25
3;2;32;2018-07-26;2018-07-26
2;3;29;2018-07-27;2018-07-27
3;4;21;2018-07-28;2018-07-28
5;1;45;2018-07-29;2018-07-29
1;2;27;2018-08-01;2018-08-01
2;3;19;2018-08-02;2018-08-02
3;4;45;2018-08-03;2018-08-03
1;1;27;2018-08-04;2018-08-04
2;2;29;2018-08-05;2018-08-05
3;3;32;2018-08-06;2018-08-06
1;4;29;2018-08-07;2018-08-07
2;1;21;2018-08-08;2018-08-08
2;2;45;2018-08-09;2018-08-09
3;3;27;2018-08-10;2018-08-10
2;4;19;2018-08-11;2018-08-11
3;1;45;2018-08-12;2018-08-12
5;2;27;2018-08-13;2018-08-13
1;3;29;2018-08-14;2018-08-14
2;4;32;2018-08-15;2018-08-15
3;1;29;2018-08-16;2018-08-16
1;2;21;2018-08-17;2018-08-17
2;3;45;2018-08-18;2018-08-18
3;1;27;2018-08-19;2018-08-19
1;2;19;2018-08-20;2018-08-20
2;3;45;2018-08-21;2018-08-21
2;4;27;2018-08-22;2018-08-22
3;1;29;2018-08-23;2018-08-23
2;2;32;2018-08-24;2018-08-24
3;3;29;2018-08-25;2018-08-25
5;4;21;2018-08-26;2018-08-26
1;1;45;2018-08-27;2018-08-27
2;2;27;2018-08-28;2018-08-28
3;3;19;2018-08-29;2018-08-29
1;4;45;2018-09-01;2018-09-01
2;1;27;2018-09-02;2018-09-02
1;2;29;2018-09-03;2018-09-03
2;3;32;2018-09-04;2018-09-04
2;4;29;2018-09-05;2018-09-05
3;1;21;2018-09-06;2018-09-06
2;2;45;2018-09-07;2018-09-07
3;3;27;2018-09-08;2018-09-08
5;4;19;2018-09-09;2018-09-09
1;1;45;2018-09-10;2018-09-10
2;2;27;2018-09-11;2018-09-11
3;3;29;2018-09-12;2018-09-12
1;1;32;2018-09-13;2018-09-13
2;2;29;2018-09-14;2018-09-14
3;3;21;2018-09-15;2018-09-15
1;4;45;2018-09-16;2018-09-16
2;1;27;2018-09-17;2018-09-17
2;2;19;2018-09-18;2018-09-18
3;3;45;2018-09-19;2018-09-19
2;4;27;2018-09-20;2018-09-20
3;1;29;2018-09-21;2018-09-21
5;2;32;2018-09-22;2018-09-22
1;3;29;2018-09-23;2018-09-23
2;4;17;2018-09-24;2018-09-24
3;1;13;2018-09-25;2018-09-25
1;2;29;2018-09-26;2018-09-26
2;3;21;2018-09-27;2018-09-27
3;4;45;2018-09-28;2018-09-28
1;1;27;2018-09-29;2018-09-29
